user,rating,date,review
Géraldine L.,"5,0",10 novembre 2018,"Très bon produit. Très belle qualité d'image. Pour le son, évaluation non possible car utilisation par ampli 5.1
Le bémol, pas de notice d'utilisation en français, seulement en anglais ou allemand. En revanche, intuitif dès la connexion avec l'antenne.
Contrairement à d'autres commentaire lus avant mon achat, ce TV est totalement compatible avec la TNT via une antenne, même intérieure.
Si pas de besoin d'une TV connectée, je recommande ce produit. Cela dit, un chrome cast fait très bien l'affaire.
Et aussi, les échanges avec le vendeur ont été réactifs."
georges moureaux,"5,0",16 juin 2018,"Utilisation des 20 canaux par antenne. Image suffisamment précise pour la distance 3m. Rapport q/p 10/10, son suffisant. Trrrrres content."
Géraldine ,"4,0",16 novembre 2018,"Très légère, notice pas en français mais les images aident à l'installation tout de même. Qualité son pas top mais il ne faut pas exagérer c'est pas moche non plus. Ne pas oublier de brancher le fil de l'antenne pour pouvoir rechercher les chaines les critiques que j'ai lu avant de l'acheter étaient plus sévères que ce que j'ai constaté. Livrée en temps et en heure, très bon état. On ne peux pas avoir de la très haute qualité pour le prix mais je trouve que pour le prix elle est nickel."
Johan,"4,0",18 août 2018,Produit de qualité - j'ai été très surpris par la légèreté de la télé - seule bémol je trouve qu'il faut pousser le son pour bien entendre.
Client d'Amazon,"2,0",19 septembre 2018,"Encore un lecteur dvd intégré qui beugue sans cesse et faut tout faire renvoyer, ca fait 2 télé avec lecteur dvd que je renvoi à cause du lecteur, je l'ai renvoyé, j'attends le remboursement encore très long."
Trans-Am,"5,0",1 août 2018,"Je m'attendais à une qualité d'image assez médiocre, au final j'ai été ravi de constater que les noirs sont assez bien rendus grâce au rétroéclairage LED. Les couleurs sont pas merveilleuses, le blanc fait un peu... ""LED"", mais ça reste imbattable niveau rapport qualité/prix.
Ne pas hésiter à baisser le réglage ""nettetée"" et à mettre les couleurs sur ""chaud"".
Pas de TV ""connectée"", vous avez juste un affichage de 40"" en 1080p, un tuner et plein d'entrées auxiliaires.
(et ça suffit bien)"
Client d'Amazon,"5,0",28 août 2018,"Cette TV a vraiment toutes les connectiques possible, se qui est aujourd'hui rare pour un tel format.
J'y ai branché mes consoles de jeu rétro (NES/SNES/N64/Master System/Mega Drive/...) sans problème. Même la master système branché sur l'entré ""antenne"" fonctionne ! pour les puristes, il y a 2/3 frames d'input lag, mais ça reste très correcte comparé a certains upscalers.
J'ai apprécié la qualité des menus de configuration, c'est multilingue (français disponible), clair et dynamique (il ne faut pas attendre 2 secondes pour passer d'un menu à l'autre).
Cette petite TV est vraiment parfaite quand elle est installé dans une chambre."
PiCa2B,"5,0",9 novembre 2018,"j'ai cette télé depuis environ 9 mois et j'en suis contente.
elle fonctionne bien. Le son est peut etre un peu juste en qualité, mais çà me va car je n'ai pas l'habitude de mettre le son trop fort."
TAis Berrebi,"4,0",9 août 2018,"Très agréablement surprise par cette TV, les noirs sont profonds, elle vaut largement les Samsung qui à produit équivalent sont 2fois plus chères. Par contre niveau son c'est assez faible"
Stanislas46,"1,0",3 février 2019,"->Qualité d'image correcte dans l'axe, mais désaxées dès 30 degrés, les couleurs sont ""pales"" !!!
Le son est trés mauvais (pas d'aiguées et pas de basses) !
Dès la mise en service, une odeur de ""cramé"" se fait sentir, typique des vernis utilisés par les vernis asiatiques !
Seul le prix est correct!!!!!!!!!!!!!!!!!"
Bidou,"4,0",5 décembre 2018,"Ex technicien TV, j'ai essayé ce produit peu cher, pour l'utiliser en second tv. Je suis impressionné par la qualité de l'image proche d'un Samsung et la connectique presque complète (manque connection LAN et interface LAN) Le son est nul, il faut prévoir une barre de son amplifièe ou un ampli surrround. j'ai qd mm pris la garantie sup 2 ans!"
naty64,"1,0",9 septembre 2018,"Trop léger, il faut le caler si poser sur meuble ou le fixer au mur pour éviter qu'il soit renversé par les enfants ou le chat. Bonne qualité d'image mais pour le son c'est très moyen. Acceptable pour utilisation ponctuelle. Nous ne recommandons pas"
MASSE Louis,"1,0",12 décembre 2018,on ne doit pas accepter la vente de produit en france sans notice ou mode d'emploi en français
mbubelk,"5,0",11 août 2018,"Excellent achat . Envoi rapide . Simplicité de la mise en marche .
Très belle image naturelle aussi bien en mode tv que pour les jeux
Son correct malgré les critiques que j'ai pu lire sur les commentaires
Je recommande ce vendeur"
KIBROM m,"5,0",16 novembre 2018,Il est très bien.
vendrome jean noel,"3,0",18 mars 2019,"J'ai reçu cette télé bien emballée, a l'ouverture j'ai constaté l'absence de la piéce entre le socle et la télé, j'ai contacté Amazone , bien conseillé, j'ai contacté l'entreprise expéditrice, réponse rapide en Français, reçu la pièce 3 jours après, nouveau problème la notice n'est pas en Français, contacté un organisme de traduction qui n'a pas trouvé la marque, . Un technicien de mes amis a réussi a la faire fonctionner sur ma box, soulagement j'avais demandé le retour, maintenant je vais la garder , je serais peut être obligé d'ajouter une barre de son. mais c'est personnel. qualité /prix c'est honnête . A part la notice j'ai eu les documents de retour d'amazone je ne m'en servirais pas ."
Phoenix-3000,"4,0",12 mars 2019,"Oui, bizarrement après une semaine, sa mise en route se fait sans problème (alors qu'au début, 3 fois sur 4, je devais débrancher la prise et la rebrancher pour que cette TV démarre).
Mon seul soucis actuellement, c'est qu'il n'accepte pas les disques USB 3.0, même avec un câble USB2.0. J'utilise donc une clef 2.0 intermédiare pour enregistrer (et relire) les emissions TV. Pour le reste. Excellent !
Je rappelle que cette TV ne dispose pas de toutes les possibilités des TV actuelle (pas d'entrée Internet par exemple).
Mais sa connectique est suffisante pour l'adapter via ses prises hdmi et un boitier d'adaptation à un réseau local (par exemple)"
Amazon Customer,"5,0",1 juillet 2018,très satisfait du produit rien à dire qualité prix surprenant  bonne image facile à utiliser  correspond amplement à mes attentes
Client d'Amazon,"1,0",11 septembre 2018,Elle n a pas  de support
Jennifer,"1,0",19 juin 2018,"La notice est dans toutes les langues sauf en français....
Il est difficile d'entendre le son même monter à fond
Produit peu qualitatif"
Chasseuil,"4,0",19 décembre 2018,La qualité de l'image est excellent en 1080p. Mais je trouve pas la sortie optique depuis le téléviseur. Pour relier sur ma chaîne hi-fi en audio. Apparemment il y en a pas j'ai regardé partout sur les côtés le dessous. Sur le livre. Peut-être qu'il y a une petite trappe ou quelque chose qui s'ouvre je ne sais pas trop.  mise à part ça la tv fonctionne parfaitement belle qualité d'image
alexandre dupuy,"4,0",27 septembre 2018,"Produit conforme à la description, petit problème d'emballage  ( il y avait un trou dans le carton ) mais après ouverture tout était en état de marche, j'attends de voir la durée du produit mais cela me semble satisfaisait comme achat"
philippe fleury,"5,0",3 avril 2018,televiseur a mon avis super tres belle image et son gros avantage tous les types de connection ce qui devient tres dificille maintenant usb et hmi uniquement
Client d'Amazon,"1,0",8 septembre 2018,"Il ne marche pas, et je ne les pas reçu à leur prévu de base, je me suis bloqué une journée inutilement pour un article défectueux"
chauvet,"3,0",5 août 2018,"alors la longeur ca peut aller par contre la hauteur un peut petite a mon avis ,notice pas de francais ,mais elle reste quand meme une belle petite television ,avec de jolie couleur et le pied facile a monte"
Client d'Amazon,"4,0",11 septembre 2017,"J'ai choisi ce TV car il permet à lui seul toutes les réceptions ( sat , câble , hertzien)
La qualité d'images est bonne et l'alimentation 12 v et 220 v permet une utilisation multiple.
Petit problème , c'est la notice d'utilisation qui ne traite pas toutes les fonctions de l'appareil notamment le manque d'infos sur le port PCMCIA pour mettre les différentes cartes de décodage sur le SAT ( canal+ , tnt etc...)
Il a fallu que j'aille sur internet sur d'autres marques de TV pour comprendre l'utilité de ce port car HKC est absent pour l'explication.
Ce TV reste un bon compromis
Je suis satisfait pour l'instant et j'espère pour longtemps."
MARISA,"3,0",19 décembre 2018,"pour l instant j en sis contente après faut voir dans le temps!l image une fois réglé à son gout,par contre le son n est pas terrible alors j ai rajouté des haut parleur et là c est top!la taille est parfaite pour mon petit salon!la tnt est intégré!c est une bonne affaire!pour le prix!ça vaut pratiquement les marques haut de gamme!"
Emmanuel GUILLET,"1,0",27 décembre 2018,"decodeur tnt intégré de mauvaise qualité, réception aléatoire su antenne pas parfaitement réglée."
JAB91,"4,0",13 juillet 2018,"Pour regarder la TV dans son lit  ou un dvd ou bien enregistrer des Prgs TV ,le prix est plus que raisonnable.
Seuls hics ,la doc qui n'est pas en français et la télécommande un peu fouilli ,il faut chercher pour trouver certaine fonctions"
 Bernard,"4,0",17 février 2019,"J'utilise cette télé pour capter les chaines TNT sur antenne, les chaines satellite sur parabole, et pour enregistrer et lire sur clé USB. En ce qui concerne la télé tout me parait correcte (à voir dans le temps) !. Bon rapport qualité prix. Conforme à mes attendes. Le seul problème que j'ai rencontré est la notice d'emploie,même en sachant un peu lire l'allemand j'ai eu du mal a m'en sortir. Mai si on cherche assez longtemps on y arrive. A mon avis il faudrait une notice d'emploi en français, et surtout mieux détaillée."
David B,"5,0",10 mars 2019,"Très bonne surprise, pour une prise en main quasi immédiate ,simple à installer ,belle image,son très convenable,pour le prix , vraiment un article à conseiller. En espérant que sa durée de vie puisse être la plus longue possible.Rien à signaler, à part la notice est en Anglais et Allemand, bon en Anglais çà marche , en Allemand moins facile.Rajouter la langue du pays de l'achat serait le petit plus appréciable."
Aude,"5,0",23 juillet 2018,"très très bonne qualité pour cela  étoiles,  pour le prix. je ne regrette pas mon achat. livraison rapide emballage impeccable"
J.R.,"4,0",3 septembre 2018,Une petite télé qui a trouve sa place dans la cuisine pour tenir compagnie a la cuisinière . Le son est un peu faiblard mais ce qui est le plus gênant pour des français c'est d' avoir une notice pour le réglage seulement en anglais et en allemand.
CVX01,"3,0",22 décembre 2018,"contrairement au descriptif la fixation à un support mural VESA avec perçage 75 x 75 est impossible !!!
Les dimensions de la fixation située sur l'appareil étant de 100 x 200 !!"
Client d'Amazon,"4,0",10 décembre 2018,"Contente de mon achat , réussi à le régler j'ai les chaines ,etc.........
mais la seule doc dans  l'emballage pour installation  tout en anglais......
Donc très laborieux lorsqu'il faut chercher une info sur une fonctionnalité.....
JE VOUDRAIS UNE NOTICE EN FRANCAIS  S.V.P."
BALAV,"3,0",11 janvier 2018,"La notice seulement en anglais et allemand !!
Très dommage mais bon je vais voir à l'usage et pas très onéreux"
Emmanuel GUILLET,"3,0",5 décembre 2018,impossible d'éteindre le téléviseur. les touches sur le côté de l'écran ne fonctionne pas.
isabelle FERRA,"3,0",9 août 2018,je n'ai pas aimé la notice .pas d'explication en FRANCAIS. Donc difficulté pour le réglage
Deshayes,"1,0",28 mars 2019,"ce téléviseur semblait de bonne qualité , mais  après branchement cable antenne , je n'arrive pas à fixer le choix de source d'entrée qu'il faut refaire à chaque allumage .  le support fabricant contacte ne me donne aucune solution sionopn renoviye a amazon
hors le televiseur est à marseille dans une maison de retraite et moi a toulouse , carton disparu , impossible à renvoyer
je ne suis pas satisfaite du tout"
NICOLAS VALERIE,"5,0",26 mai 2019,Sincèrement super télé. Mon fils s en sert pour jeux vidéos on peut en brancher plusieurs en plus et dvd impeccable. J ai cherché les chaînes impeccable aussi. Rien a redire
Dura,"5,0",2 juillet 2018,"je ne dirais qu'un mot, PARFAIT, livraison ultra rapide, excellent rapport qualité/prix, installation des chaines en moins de 10mn sans utilisation du fascicule de directives"
Angelitooo,"5,0",3 février 2019,"Quelque petite galere pour le reglage de la tnt mais tout et rentrée dans l’ordre aucun souci
Fonctionne parfaitement
Je recommande sans souci"
jigé 38,"4,0",3 mai 2019,"La personne qui a eu ce cadeau en est très satisfaite; seul bémol, elle regrette que dans la notice il n'y ait aucune explication en français. Elle n'a pas testé pas encore le lecteur DVD mais semble très confiante."
Marc GIRALT,"3,0",7 janvier 2018,"Bon produit, facile à manipuler si vous parlez anglais ou allemand, il semble que  les autres n'en ont pas besoin !!!!!!!"
Christian Reverdiau,"4,0",28 mai 2019,Utilisé en téléviseur d'appoint. Très bonne image. Recherche facile. Ultra léger et très faible consommation. À recommander .
Clément,"4,0",1 janvier 2019,"Il s'agit surement d'une télé faite pour être utilisée comme moniteur d'affichage plus que comme téléviseur. Cependant, elle possède un grand écran led de très bonne qualité, très agréable. La télé est très légère et très fine, cependant le son est décevant et nécessitera l'ajout d'enceintes externes"
Guillaume Jacmaire,"3,0",22 janvier 2019,"J'ai reçu cette télé sans soucis à signaler. Par contre, il est écrit dans le titre de l'annonce que cette télé était en Full Hd soit une résolution de 1920 par 1080. Attention, cela n'est pas du tout le cas! La résolution d'écran est bien plus basse et offre donc une qualité d'image bien plus faible qu'espérée.
Il faudrait songer à faire changer ce titre mensonger sans lequel je n'aurais pas acheté ce modèle!"
Charles Edouard alison,"4,0",26 juin 2018,Franchement télé et super apart si je peut le dire le son il faut mettre un peu plus fort mes niquel très fière à de mon achat pour ce prix on va pas débattre.
dude,"3,0",3 novembre 2018,"Le son n'est vraiment pas terrible. La bande passante semble très étroite, genre 300 - 2K Hz. Le moindre haut parleur à $10 pour PC est bien meilleur."
Bernard,"5,0",25 mars 2019,"J'ai finalement reçu par mail un message PDF pour télécharger une notice d'utilisation en Français.
Je suis donc satisfait et je remercie Amazon et HKC, car téléviseur a un rapport qualité/prix remarquable et je le recommande particulèrement"
jpb,"4,0",4 janvier 2019,"Tres content de mon achat.L'ivraison rapide.
Les plus:
Bonne qualite d'image
Ergonomie
Prix
l'ecture de fichier video aux format hevc ou h265 par la prise usb
Les moins:
Ne reconnais pas le format DTS quand on regarde un film sur une cle usb pas de son
et ne lie pas les sous-titres aux format pgs
Documentation anglais - neerlandais"
doumé432,"4,0",29 novembre 2018,très bon rapport qualite/prix.le point faible sont le son et l'image qui reste toutefois tout a fait correct.amazone au top.
JahMai7,"5,0",12 janvier 2019,"Bon rapport qualité prix, parce que même après réglages les couleurs sont pas toujours top mais elle fait bien le taff 👍"
cyril priol,"1,0",20 décembre 2018,Produit livré avec problème sur l'écran. Dysfonctionnement de la TV. Je ne recommande pas.
takao,"4,0",20 mars 2019,Satisfaisante avec peut-être une définition qui aurait pu être meilleure
tcgaillard51,"4,0",21 février 2019,Je viens de recevoir la TV pas mal qualifié prix d'image pas connecté
Didier Laureaux,"5,0",24 mars 2019,"Rapport qualité/prix jamais vu, Télé grand écran qui fait bien son travail, avec une Chromecast et un Home cinéma c'est parfait, cependant la télé a l'air très fragile ! Attention ou vous la situé, 3 port HDMI très pratique pour les consoles. Un produit que je vous conseil !"
Redbull,"5,0",3 février 2019,Achat pour un tiers qui est entièrement satisfait bonne qualité général pour le prix.
phil,"5,0",8 mai 2019,capte toutes la tnt belle image pas cher que demander de plus
Client d'Amazon2,"4,0",24 février 2019,"Facile de montage. Les pieds et vis sont fournies et installées en 5 minutes. Il faut juste avoir un tournevis cruciforme sous la main, c est tout. La qualité image y a mieux, mais elle n est pas catastrophique non plus. Elle est simple d utilisation, légère et vite installée"
Marie C.,"5,0",2 mai 2019,Cadeau pour un jeune de 20 ans. Très bonne qualité d’image
Client d'Amazon,"5,0",19 avril 2019,Très bien pour une chambre ! Simple TV mais fait le job à petit prix
Fays,"5,0",18 septembre 2018,Parfait
Client d'Amazon,"5,0",5 janvier 2019,"Cette télé est très bien, assez grande pour un jeune dans sa chambre avec une console de jeux par exemple avec ses 3 câbles HDMI c’est parfait.Achetez ce produit, ce n’est pas cher pour ce que c’est.Merci indéfiniment."
Client d'Amazon,"5,0",5 février 2019,"Bonne qualité, bien pour la chambre"
afar,"4,0",30 juillet 2018,produit excellent en rapport qualité prix.le son peut-etre somme toute un peu juste...IMPORTANT: prevoir la notice de fonctionnement en francais ce qui peut etre handicapant pour un certain public
MENDES,"4,0",31 décembre 2018,"Qualité parfaite ! Le son est “deguelasse” je vous conseil d’acheter une enceinte et de la brancher à la télé en auxiliaire pour un bon son.
C'est ce que j'ai fais et c'est parfait"
LEUCI,"5,0",12 février 2019,"Très bon téléviseur. Il correspond parfaitement à la description. Certes le livre d'installation est en allemand ou anglais mais ce n'est pas très compliqué d'installer une télé... le son est très bien pour ma part et suffisant pour un appartement.
Je recommande ce produit ! Aucuns regrets pour ma part."
ALTAZIN,"2,0",19 avril 2018,"Pietre qualité pas de protection pour lecteur dvd, menu en allemand , 3 menus différents en allemand pour paramétrer TV, DVD, et recherche de chaine. menu non intuitif"
Charlinette,"5,0",16 octobre 2018,"Parfait, belle qualité image, réglage simple"
santucci,"4,0",6 janvier 2019,tres bien pour la brochure de la mise en route celui qui a l abbitude sa va pour les autre sa serais bien un paragraphe en francais pour le son c est juste sinon tres bien
PICASSO,"5,0",21 février 2019,beau téléviseur facile a utiliser mon fils adore
JPR,"4,0",3 décembre 2018,Télévision de bonne prestation
sandrine leveille,"5,0",25 août 2018,Très contente de bon achat pour le prix elle est vraiment super !!!!!
déçu,"3,0",5 janvier 2019,"la notice d'utilisation fournie avec ce produit n'éxiste  pas en français, ne peut être traduite automatiquement, ne peu pas être fournie car inconnue, sur le site de commande des notices, après un coût de 1 euro, cette notice n'éxiste pas.veuillez voir avec le fournisseur pour palier à cette situation."
Caramel,"5,0",23 mai 2019,Bien
Client d'Amazon,"5,0",25 janvier 2019,Très bon rapport qualité prix. Utilisée comme TV accrochée au mur
Client d'Amazon,"5,0",13 mai 2019,Utilisation pour caravane
Client d'Amazon,"5,0",17 mai 2019,Très bien
Khaili,"5,0",8 janvier 2019,Génial
Tan,"1,0",9 juin 2019,"Le télé ne mésure pas 24 puces,  mais que 20! Boite marqué 24 puces, étiquette marquée 24 puces. Télé non! J'ai mesuré le longueur de l'écran et le longueur entier du télé et c'est entre 20 pouces et 21 pouces. Pas content"
gobbo,"2,0",27 novembre 2018,Bonjour. Avant de faire mon choix j’ai lis les avis laissés par les acheteurs pour le comparer a d’autres produits similaires. Je painsais que le son était certes pas le meilleur point mais je suis très déçu. Impossible de régler les eigus et le graves.Un piètre son.
Alain SUBRA,"4,0",24 novembre 2018,A ce prix là et a qualité du produit pas d'hésitation à l'achat
richard,"5,0",2 janvier 2019,CADEAU ARRIVE A TEMPS. PAS DE SOUCIS ET CONFORME A LA DESCRIPTION
Stéphanie FARGIER,"4,0",23 septembre 2018,Belle image mais le son pas terrible ! Quand même un bon rapport qualité prix
deborah mechaly,"1,0",4 juin 2019,"Le débit de l’image en ethernet et lent et médiocre dont j’ose pas imaginer en wifi
De plus la qualité du son est vraiment médiocre"
NKIERI matende fabrice,"5,0",22 février 2019,"Bonjour
Quelqu'un peut-il m'expliquer comment il a réalisé la première installation de cette télé en france?
Je lance la recherche automatique des chaînes mais je rien ne marche je n'ai aucune chaîne.
Merci pour votre aide."
Roux,"4,0",13 février 2019,"je ne peux pas me connecter directement sur la prise satellite car le satellite utilisé ""atlantic bird 3"" n'est pas dans la liste
les boutons sur la partie gauche (input ,volume chaines etc ) ne fonctionnent pas
je découvre l'appareil"
Client d'Amazon,"5,0",5 janvier 2019,belle qualité de l'image un peu déçu par le son mais avec une barre de son le problème est réglé.
Youssef,"4,0",8 janvier 2019,"Tv trés legére facile à installer , tres bonne qualitté prix"
Pauline. J,"5,0",31 mai 2019,Bien
Atlantide,"3,0",19 novembre 2018,"Je voulais en  faire un usage mixte maison et camping-car, et autant que je me souvienne la description détaillée du site dédié indiquait cette double alimentation 230/12Volts ! Déception assumée…
Comment faire ?
Christian"
Abraham Déme,"4,0",20 juillet 2018,Parfait  J’adore
benitez,"5,0",29 décembre 2018,Je l'ai commander pour ma fille et petit enfants
Sarl Equinoxe leonelli jeanluc,"5,0",11 mai 2019,Tv installé dans ma chambre super qualite d image le son est acceptable pourrait etre mieux mais pour le prix il ne faut pas trop en demander appareil tres leger ce qui agreable pour l installation sur un mur.
Thomas,"4,0",13 octobre 2018,Un très bon écran rapport qualité/prix tout est parfait sauf 1 seul pixel mort mais presque invisible
JOSEPH,"4,0",22 septembre 2018,Désolée d'avoir demandé un retour...J'ai décidé de garder l'article. Prière de ne pas m'ens vouloir...
Santoni S.,"5,0",9 janvier 2019,Dépannage
mure,"4,0",20 janvier 2019,Pour regarder la télévision dans notre chambre
Client d'Amazon,"4,0",12 décembre 2018,a voir dans le temps
gaston,"5,0",17 janvier 2019,"bonjour ::: reçu par la poste en bon état ;; image & son correct :: pas de doc en français ,en cherchant bien on trouve (réglage sur antenne):: fiche secteur grosse pour 45 w très satisfait"
prunelle elisabeth,"5,0",4 mai 2018,"Petite TV très pratique pour la caravane, lecture de CD, impeccable. Bon les instructions sont en allemand, mais on apprends !!!"
Catala,"5,0",25 avril 2019,Cool
Marie,"5,0",29 mars 2019,Bon rapport qualité prix je recommande
Annabelle Dos reis,"5,0",3 mars 2019,"Colis reçu sous 2 jours en temp et en heure  , colis impeccable ,
Tv , facile à installer le.menu est très simple , bonne qualité image , le son est assez puissant ,  je la recommande"
beltran,"5,0",28 décembre 2018,Super j'en suis ravie
cherif houda,"1,0",14 décembre 2018,"Horrible ! Très déçue
Le son est affreux, l’image nest pas terrible et elle n’est pas compatible avec les chaînes TNT sans une box ou autre .."
lola,"4,0",4 janvier 2019,"belle tv, description correspondante a l 'article, je regrette pas cet achat"
Michel P,"4,0",8 février 2019,"Un seul regret : pas de notice en français!
Il est regrettable que ça ne soit pas indiqué dans la description du produit sur amazon"
Leguillier,"5,0",4 mars 2019,Rajouter un décodeur TV mais excellente qualité !
KONATE Matar,"4,0",1 juin 2019,Fonctionnelle Ok
SYZYGIE,"5,0",9 août 2018,"TV  qui fonctionne très bien. La notice , en anglais et allemand , n'est toujours pas en français à ce jour."
BOITET,"3,0",31 janvier 2019,Bonne télé pour y brancher une console (xbox one ou ps4). Bonne qualité pour le prix. Se qui m'a vraiment dérangé c est la manuel qui n est pas traduit en français.
BOUANANI MOULAY,"5,0",8 juin 2019,"J'aime l'obtion Android
Il manque le bluetooth"
Sabri,"2,0",25 septembre 2018,Je déconseille ce produit. Qualité d'image null.
Ach ,"5,0",9 janvier 2019,"Rien à dire vu le prix de cette TV l'image est assez bien , menu assez clair et facile a utiliser"
gonnet,"3,0",9 février 2019,pas trop mal rapport qualite prix
