user,rating,date,review
GT,"4,0",27 décembre 2018,"J’ai commandé cet aspirateur pour sa puissance car mon ancien aspirateur d’une marque réputée n’aspirait plus rien. De ce côté-là, je ne suis pas déçue. Il est même parfois difficile de le décoller du sol et de le manipuler tellement l’aspiration est forte. Il y a cependant un petit clapet sur le manche qui permet de diminuer la puissance d’aspiration. Il aspire parfaitement les saletés et la poussière. Bon rapport qualité/prix. Pour l’instant, je suis contente de mon achat! A voir dans quelques mois s’il ne s’essouffle pas!"
dangar81,"3,0",20 mars 2019,"Après plus de 20 ans de bons et loyaux services de mon Philips, j’ai du le remplacer dans  l’urgence !.
Mon choix c’est porter sur ce Rowenta, et je dirais que c’est un aspirateur efficace, il aspire très bien, par contre je trouve qu’ergonomiquement, il aurait pu être mieux pensé !.
Le tuyau est trop rigide, et par rapport au lieu de fixation, ( sur l’avant de l’aspirateur, en pointe), l’aspirateur peut facilement se renverser, étant sur 3 roues !.
D’autre part, le fil est plat, et le désagrément est qu’il se coince facilement sous un meuble, une chaise ou une porte, c’est agaçant !.
Enfin, il est léger, soit, mais on sent que la fragilité est là, il ne faudra pas trop le brusquer !.
Donc, on peut retenir qu’il fait bien l’essentiel, aspirer, et le système sans sac est pratique, facile à vider et nettoyer, mais l’ergonomie n’est pas idéale, c’est dommage !."
Gwen91,"5,0",31 juillet 2018,"Aspirateur commandé en remplacement d'un autre d'une autre marque et je suis plus que ravie.
Aspire très fort tous les types de sols et particulièrement bien les tapis en grosse laine qui sont si difficile à aspirer.
Pas trop bruyant et les accessoires sont bien pratiques.
Bonne marque et bon aspirateur."
Ewa,"4,0",7 novembre 2018,"Appareil reçu il y a quelques jours et pour l'instant je suis satisfaite. c est agréable de manier un appareil petit et leger. La capacité du bac semble petite mais largement suffisant, et puis comme c est un sans sac, je peux le vider souvent. Tres bonne aspiration il reste même collé au tapis a puissance max. Seule bemol je m interroge sur la solidité du bac de recueuil de poussière sur la durée. nous verrons."
Pitchoun,"4,0",24 février 2019,"Un aspirateur assez silencieux. J'utilise principalement la brosse spéciale sols durs puisque je n'ai que du parquet et du carrelage chez moi et j'en suis assez satisfaite sauf que je trouve que cette brosse n'est pas assez articulée. Je m'explique : si je baisse le manche vers le sol, la brosse a dû mal à se coller au sol automatiquement. D'autre part, le tuyau flexible pourrait être un peu plus long (10 cm de plus) car en utilisant la petite brosse au bout de ce flexible l'aspirateur se cabre et le manche posé à l'arrière de l'aspirateur, tombe."
DavyXIV,"5,0",6 mars 2018,"Peu bruyant, super aspiration solide et totalement démontable pour le nettoyage et l'entretien c'est top !
Le filtre est nettoyable à l'eau donc pas besoin d'en racheter de nouveaux.
Rapport qualité prix nickel"
elvira,"4,0",6 juillet 2018,"Je viens de l'essayer est il n'y a rien a redire. Puissant, compact, leger j'aime beaucoup! Je reviendrais update mon commentaire dans 3 mois ;)"
Benoît,"1,0",12 août 2018,N asoire pas correctement
Client d'Amazon,"3,0",16 février 2019,"J'ai acheté ce produit car il est de qualité compte tenu du rapport qualité/prix.
Le + :
-Il aspire fort
-La brosse intégrée au tuyau
-La grande capacité du réservoir
Le - :
-Le tuyau et le balai sont trop petit pour les grandes personnes
-Pas de régulateur de puissance. Il faut jouer avec le débit d'air situé sur le manche.
-Trop léger sur le devant de l'aspirateur ce qui fait qu'il a tendance a basculer en arrière.
-Les roues ne tournent pas très bien. Quand on le tire vers soit, vu que les roues ne tournent pas très bien, on a tendance a tirer fort et au vu du poids léger ce qui provoque souvent un retournement de l'aspirateur.
Conclusion : Pas mal du tout pour un aspirateur compte tenu du prix. Fait le taff niveau aspiration mais niveau finition encore des progrès à faire. Je recommande."
Chris CT,"5,0",4 décembre 2018,"Jamais vu un aspirateur pareil!! Tellement puissant qu'il m'a décollé le linoléum.... même en laissant passer l'air par la poignée... Vraiment dommage qu'on ne puisse pas régler la puissance!!! Par contre, pour les tapis, le matelas, fauteuils et canapé, whouah : poussière, acariens et résidus de toutes sortes = Dézingués!!! Rowenta, Ça serait sympa d'ajouter un variateur de puissance"
V,"1,0",9 mars 2019,"De la pure arnaque.
Achete l été dernier et déjà HS.
L aspirateur aspire beaucoup trop fort et se mets desormais a siffler a chaque utilisation. Je demande remboursement pour cet ""achat jetable"". Inadmissible."
BJ,"3,0",23 avril 2018,"En voyant les commentaires sur la puissance de l'aspiration, j'ai pensé que c'était plutôt un atout mais maintenant que je l'ai testé, je dois avouer que c'est plutôt un inconvénient car il est très difficile de décoller l'aspirateur du sol et cela devient vraiment une corvée de passer l'aspirateur.dommage"
M. Bebon-Ohnmacht,"1,0",1 juin 2019,"Bonjour,
Pour donner suite aux remarques de mon épouse ce matin je j'ai des commentaires quelques peu virulents mais je suis vraiment contrarié.
Nous avions aussi lu les commentaires avant de l'acheter et je rejoins ceux de Hell yeah
Mais je ne crois pas que l’aspiration est trop forte.
Incontestablement on EST obligé de l'utiliser avec la trappe d'air du manche ouverte sinon l'utilisation est impossible.
La tête d'aspiration, il faut le préciser en bonne position, reste collée même sur le carrelage, "" impensable""
Il ne glisse plus. Même moi qui suis un homme doit forcer pour le déplacer, j'ai même peur de rayer le carrelage.
Je ne parle pas des tapis car là… on le déplace ou on le soulève.
Je ne sais pas qui et comment a été testé cet aspirateur chez Rowenta ou chez Amazon.
On n’a pas de droit de mettre en vente un tel produit.
C’est un défaut de conception
J'ai trouvé une solution de dépannage temporaire en remplaçant la tête d'aspiration de Rowenta  avec celle de mon ancien aspirateur Polti … Impensable, ça fonctionne mieux surtout ça ne reste plus collé…
Ce qui le rend légers c’est le plastic mais qui me semble de qualité moindre…
Le bruit ça va c’est dans les normes.
Rapport qualité prix de ce fait très moyen.
Si j'avais encore l’emballage je le retournais mais je vais faire la demande.
J’estime que si on achète un nouvel article ce n’est pas pour le rafistoler pour qu’il fonctionne correctement
J’attends des explications, Rowenta, Amazon mais je ne peux pas conseiller du tout cet aspirateur
Bien à Vous"
fab,"4,0",15 octobre 2018,"Bien,manque vraiment un variateur de débit d aspiration. Trop puissant parfois du coup on doit entre  ouvrir la tirette qui laisse passer l'air en haut du manche en espérant que cela ne tire pas trop sur le moteur."
AmazCustomer,"4,0",4 mai 2018,"Aspirateur, un vrai, léger, pratique, et qui décolle le sol, malheureusement pas de variateur de puissance directement sur le traîneau mais un clapet à glisser sur le manche pour pouvoir décoller l'aspi du sol. Très bon produit au premier abord, utilisé 2 fois, à voir avec le temps."
Tonio,"4,0",2 février 2018,"Déjà il est beau, à l'utilisation on peut découvrir un aspirateur compacte, léger, très maniable mais surtout qu'il fait bien son travail.
Le pouvoir aspirant est bon et le réservoir à poussière s’enlève aisément. Je ne met pas cinq étoiles parce que je le trouve assez
bruyant. Bon produit.....à recommander."
LARA,"1,0",19 avril 2019,"De la vraie camelote, il a marché une semaine et puis ne fonctionne plus du tout. J ai vide la poussière rien à faire le truc ne veut plus démarrer , il a grillé de l intérieur.
Je déconseille fortement , je n aurais jamais du acheter ce modèle
Pourtant les commentaires négatifs était nombreux.
Je vais demander un remboursement."
Cécile ,"1,0",6 février 2019,"Après moin d un an d utilisation, je peux dire que je ne le conseille pas du tout. Le fil ne se déroule plus , il aspire très mal malgré d’un nettoyage et vidage après chaque utilisation. Vraiment très déçu de ce produit. Je ne le recommande pas du tout"
Francois LAMBERT,"5,0",9 avril 2018,"Après utilisations maintenant je peux vous dire que c'est un bon rapport-qualité prix. Très bonne aspiration, ma femme se plaignait trop souvent que l'ancien aspirateur n'aspirer pas beaucoup. Maintenant tout va bien. Je recommande ce produit."
tedo valérie,"1,0",13 avril 2019,"très bas de gamme pour le prix, les roues ne roulaient pas,à mon avis le tube télescopique ne résistera pas 6 mois l'aspiration était correcte je l'ai essayé une heure et renvoyé. En magasin la qualité est moins bas de gamme sur le même modèle .En résumé je pense que la marque ne fabrique pas la même qualité pour être vendu sur Amazon qu'en magasin."
karim,"5,0",10 novembre 2017,leger et aspire tellement bien que je suis oblige de diminuer le debit d'aspiration car sinon il colle au sol. beau design
Antoine45,"3,0",25 novembre 2017,"Points +: poids, puissance, maniabilité
Points -: qualité de la brosse, reste collé au sol, fil électrique un peu court.
Reste à 99€ un produit d'apoint intéressant"
JLee935,"1,0",10 juin 2019,"A très bien fonctionné pendant 6 mois, et là a tout simplement cessé d'aspirer...
J'ai pourtant nettoyé le filtre, nettoyé le bac etc... mais rien à faire il n'aspire pas. J'ai fait une demande pour l'envoyer en atelier de réparation, mais vu qu'aucune garantie n'est offerte via Amazon, s'ils ne peuvent pas le réparé il sera tout simplement à jeter."
Abde,"1,0",28 mars 2019,Des problèmes d'aspirations rencontré je ne le recommande pas
LECUYER,"5,0",22 avril 2019,"Au début je n'étais pas ""emballé"" par cet Aspirateur, ayant avant un Dyson.
Mais je trouve que cet aspirateur est BEAUCOUP plus puissant que le Dyson.
La vidage du bocal de réception est facile, la maniabilité et simple.
L'aspirateur est très léger et maniable.
L'aspiration peut être modulé avec un clapé tout simplement sur le tuyau.
Les filtres faciles de nettoyage.
Je suis content de cette acquisition et de l'aspiration qu'il offre.
A recommander + + +"
Client d'Amazon,"5,0",16 mars 2019,"Utilisation quotidienne pour un 90m2. Je l'ai choisi pour son prix et les commentaires positifs. Certains commentaires m'ont fait douter par rapport au bruit (trop bruyant pour certain), et bien en fait je suis pas déçu de mon achat car il est beaucoup moins bruyant que mon ancien aspirateur. Pour moi il est top, maniable (roue sous aspirateur qui permet rotation 360°). En plus, le manche permet de passer sous le lit. À voir comment il évolu dans le temps."
Client d'Amazon,"1,0",15 avril 2019,"Je suis très mécontente de ce produit, ça fait à peine 6 mois que je l ai il est bon à mettre à la poubelle!!! Il n aspire plus et alors il fait du bruit c'est assourdissant. Achat qui m a fait perdre de l argent doublement puisque je suis bonne pour en racheter un!!"
FRITSCH   Thierry,"5,0",6 juillet 2018,"comme tout le monde le dit  trés puissan tcause leonberg j ai brulé le dyson animal pro  donc 2 aspirateurs un einhel ""pro""dans moncas le rowenta sert a la finition il colle et enleve la poussiere du sol dur ; la turbo brosse du dyson ne passe pas sous les meubles de+ elle fonctionne avec l aspiration donc nulle cest un parfait pettit aspi d apoint"
gg,"4,0",31 mars 2019,"Acheté pour une maison de 165 m2
Capacité d aspiration impressionnante comparable voir supérieur à mon ancien dyson..
Petit bémol le plastique du manche me semble light.. mais bon pour le prix je reste très satisfaite je ne m attendais pas à si bien
Je recommande en espèrant qu' il dure longtemps."
Client d'Amazon,"1,0",6 janvier 2019,Cassé au bout de quelques mois....
edbak,"5,0",1 mai 2019,"Très bon aspirateur, j'en ai même deux. Il aspire très bien, voir trop bien. Maniable léger et moins bruyant que Dyson.
Les moins :
Manque le réglage de la puissance moteur
Diminuer le bruit
Mais bon à 100€ on ne peut pas en demander plus. Une marque Française et fiable c'est déjà très bien."
SALAMON,"5,0",6 juillet 2018,"Pas de bruit par rapport a la majorite des aspirateurs que j'ai employes.
Un  petit coup de pouce et on  on regle l'aspiration par la fente au bou de ce doigt.
La marque me donne l'idee de la qualite et la duree de l'appareil
Se range tres facilement.
Tres tres content de cet achat. C'est habituel chez Amazon"
Client d'Amazon,"1,0",13 mars 2019,"Après quelques mois, j ai un bruit énorme à chaque fois que j’aspire. J ai envoye en réparation avec amazone et je n’ai toujours trouvé pas de nouvelles.
En résumé très bon aspirateur mais pas ds la durée"
Audrey Gouvernet,"5,0",20 mai 2019,"Aspirateur au top !! Je cherchais un aspirateur qui remplissait sa fonction première : aspirer !! Rien à redire ! Je dirais même qu'il aspire un peu trop je suis obligée d'ouvrir la petite trappe sur le manche sinon le balai reste collé au sol. Parfait pour faire les toiles d'araignées rebelles ! J'en suis très contente. Le design est franchement sympa , le cordon d'alimentation est bien long , il est très maniable et le système pour vider le bac est très simple et rapide. Je recommande les yeux fermés !"
aaricia,"5,0",1 septembre 2018,"Très bien. Très puissant et assez compact. La poignée sur le dessus permet de bien le prendre en main. L embout de nettoyage est intégré donc aucun risque de perte  et n abîme pas les meubles avec ses pis de protection.
Il est très puissant donc il faut ouvrir la sortie d air sur le manche. Je recommande."
N. H.,"1,0",28 avril 2019,"Deux  mois seulement après l'achat, la puissance d'aspiration a commencé à décliné. Après nettoyage complet des filtres et des pièces, toujours même problème. Un aspirateur qui n'aspire pas n'a pas beaucoup d'utilité.
A éviter!!"
RED,"4,0",9 mai 2019,une étoilé en moin car il déteste les poussières fines ... première utilisation le filtre au dessus du bac etait deja tres énpoussinièré ... a voir avec le temps mais au vue de lutilisation dans mon foyer je ne lui donne pas plus d'un an a vivre ...
Client d'Amazon,"4,0",3 septembre 2018,Aspirateur très puissant. Je dirais un peu trop d’ailleurs. Une entrée d’air plus grande ne serait pas de refus sur le balai car des fois c’est du sport de tirer sur le manche tellement il est collé au sol par sa puisante aspiration.
caramel,"4,0",10 juin 2019,"Aspirateur très maniable, léger et qui fait son ""boulot"" correctement
Plus de sacs à commander
Rowenta est une très bonne marque ; après avoir eu pendant des années la marque Miele j'ai voulu changer
et je ne suis pas déçue"
Client d'Amazon,"5,0",4 décembre 2018,"Les plus :
Facile à utiliser et à nettoyer.
Léger et d'une taille relativement petite.
Aspiration assez puissante.
Les moins :
Un peu bruyant, difficile d'exiger le silence dans cette gamme de prix."
Nicolas ternard,"5,0",21 avril 2019,Un aspirateur Rowenta c'est la base. Tout le monde connaît la marque rien à dire de plus
Sulzer,"5,0",17 mai 2019,"Réception en Prime, 3 jours après la commande : Bravo. Etat du colis : impeccable.
Les commentaires des acheteurs m ont  été très utiles . En effet, l'aspirateur aspire trop bien.
Il se monte extrêmement facilement, pas besoin  de notice.
Très ravie"
Moi,"4,0",26 mars 2018,"Très bonne aspiration
Il est vraiment compact et maniable
Pas contre il manque un peu de longueur de tuyau ce qui m’oblige à soulever l’aspira Pour faire les hauts de murs"
Tibibi,"3,0",13 avril 2019,"Pour ceux qui pensent que plus forte est l'aspiration mieux c'est, c'est qu'ils n'ont pas de problèmes de dos!
J'ai réglé la force d'aspiration au minimum mais le réglage au manche n'est pas pratique car il se trouve à l'endroit ou on le tient. Le traineau est plutôt léger ce qui est très bien mais c'est aussi pourquoi il faut faire attention sinon il se retrouve facilement sur le dos lors de changements de direction."
Caro Coco,"1,0",7 avril 2019,"Très bon aspirateur, léger, compact mais s'est mis à siffler au bout de 2 mois. Je pense que d'ici peu il va se pre de un coup de masse et j'en achèterais un autre mais plus ce modèle là. Déçue..."
denise schigeowski,"1,0",18 mars 2019,passer du dayson au rowenta c est comme passer de la Ferrari a la 2 ch difference d aspiration. je ne suis pas contente  je vais reprendre un dayson  pour remplacer le mien de 10 an
pif_paf_pouf,"3,0",2 février 2019,"Contrairement la plupart des aspirateurs Rowenta qui sont français, celui ci est fabriqué en Chine. Il aspire bien mais je le trouve moins pratique que ses équivalents français un peu plus chers, plus pratiques et de conception plus solide. En terme de praticité je dirai qu'il n'est pas facile à vider sans en faire tomber à côté et j'ai un peu peur de sa durée dans le temps, certaines pièces paraissent fragiles."
KvR,"4,0",9 septembre 2017,"il fait ce qu'on lui demande: engloutir la poussière et autres particules. Il est limite pour le bruit, mais prend peu de place et reste d'un poids correct. En espérant qu'il vieillisse bien."
Client d'Amazon,"4,0",21 mars 2018,"Pour compléter les commentaires qui ont guidées ce choix. ... aspiration super.... Le pb de variation se résout par la réduction d'entrée d'air. Oui en plastique mais lequel ne l'est pas aujourd'hui.
Delai respecté... je conseille cet achat"
Dubon,"1,0",26 décembre 2018,Au bout d'un mois d'utilisation se met à siffler de manière stridente !!
LOVIGHI MARTINE,"4,0",28 novembre 2018,"Cet aspirateur destiné à l'étage d'une maison (un autre plus lourd reste au rez de chaussée) remplit parfaitement sa fonction : il est léger, plutôt puissant et efficace. Bien équipé, tous ses petits accessoires sont bien pratiques. Un petit bémol : il faut toujours batailler pour démancher les différentes brosses (comme malheureusement bien des aspirateurs)"
DC,"3,0",23 octobre 2018,"Un peu décu de mon achat
Trop léger il glisse sur le carrelage ,le manche on dirait que l on a rien dans les mains ....
réservoir petit mais se vide facilement.
j AI  été TROMPER PAR LES AVIS QUI MON FAIT ACHETER SE PRODUIT.😡"
suzie91,"5,0",31 mars 2019,"Acheté pour un petit appartement. Remplit son job parfaitement. Effectivement, grosse puissance d aspiration, mais que l on peut moduler aisément. Je conseille ++"
woonille,"5,0",14 novembre 2018,"PARFAIT ! Fait très bien son travail, aspire correctement, bac facile à vider même avec des poils d'animaux. Je suis ravie. Prix imbattable pour la qualité apportée."
Liliyou,"5,0",14 juillet 2018,"Extrêmement puissant,c’est incroyable !!! L aspirateur reste collé au sol,c est magnifique,je recommande fortement cette marque et cet aspirateur en plus je l’ai essayé des rece Et franchement je ne regrette pas du tout ...."
MathieuB,"5,0",27 juillet 2018,"Mon vieux aspirateur commençait à avoir du mal et je l'ai remplacé par celui ci. Vraiment simple d'utilisation, pratique pour vider le réservoir et ne s'encrasse pas même avec des animaux. J'en suis satisfait"
Julie Guichard,"5,0",22 février 2019,"Très bon aspirateur. On a l’impression qu’on va décoller le sol. Facile d’utilisation et léger.
Bon rapport qualité prix pour ma part."
