user,rating,date,review
vania,"2,0",15 septembre 2018,"Un bon produit, le PC est fluide à l'utilisation et la connexion au Wi-Fi est rapide. Petit souci le pack office a été mal installé donc retour à l'expéditeur. Déçu"
rossard myriam,"1,0",5 novembre 2018,Ordinateur acheté pour un cadeau renvoyé car le bouton marche arrêt  ne fonctionne plus après 2 jours revenu de réparation  à marché  les 2 premiers jours et ne fonctionne déjà  plus ...que faire J' ai dès  dossiers très important pour le boulot et impossible de l' allumer
Olivier p.,"4,0",12 septembre 2017,"Très bien. bon rapport qualité prix. dommage le stokage interne trop mini ""32GO!!"" obligé de rajouter mini SD et USB."
Delphine  H.,"1,0",24 décembre 2018,Je l'avez pris pour mon fils. Mais après plus de cinq appels avec la hotline aucun espoir de voir le pack office installé par ailleurs la mémoire est très limitée.  Je pense renvoyer la tablette car elle est vraiment lente. A déconseiller vivement.
Mery,"5,0",9 novembre 2018,"Effectivement très léger, batterie irréprochable, rapide à s'allumer, ouvre les logiciels de bureautique très vite... j'en suis très satisfaite ! Pas sûre qu'il assure pour des logiciels plus lourds que la suite office, mais il ne rame pas pour les choses simples (internet, photos, bureautique de base)."
Bkwjc2005,"4,0",25 décembre 2018,"Très bonne tablette.
Fait tout ce qu'on lui demande. La connectique est correcte, rapide pour internet et autres petits travaux. Autonomie impeccable. . C'est la seconde tablette que je possède. Celle-ci est pour notre association. La mienne date de 2 ans et rien à redire."
dj,"3,0",8 mars 2019,"au bout de 2 ans  a cessé de se recharger  sans que le chargeur ou la connexion soient hs  ...résultat: tout hs
je ne sais que penser"
thephaveha somsanith,"2,0",2 décembre 2018,Un peut lent mais pour le prix ça va
GALY Nina,"4,0",8 décembre 2018,Léger et petit. Parfait pour bureautique classique. Pas assez performant pour faire tourner de gros logiciels. Attention également à prendre une mémoire suffisante sinon les mises à jour ne pourront pas se faire. Possibilité de passer sous Windows 10 facilement.
Michèle JEANNE,"2,0",16 avril 2019,"Encore en panne et encore la même panne...
Je fais comment...il faut encore le renvoyer
Merci de me dire comment"
Client d'Amazon,"3,0",28 août 2018,Bon produit mais trop petite capacité dd pour Windows 10. J'ai dû de s'installer toutes  les appli qui ne servent à rien pour pouvoir mettre à jour Windows 10.
Client d'Amazon,"4,0",28 octobre 2017,TRES BON RAPPORT QUALITE PRIX ET REPOND BIEN A MON ATTENTE DE CE MATERIEL COMPLEMENTAIRE. TRES FACILE POUR SE DEPLACER . FIXATION DE LA TABLETTE AU CLAVIER FACILE. SUIS TRES CONTENTE DE CETTE ACQUISITION
Albert,"5,0",22 novembre 2018,Je kiffe cet asus. Il assure ! Leger et performant !
Client d'Amazon,"2,0",5 janvier 2017,"Clavier peu précis, erreurs récurrentes du pavé, tablette associée au clavier ralentie, batterie très longue à la charge et rapide à la décharge"
balos02,"2,0",29 novembre 2018,"Très faible capacité de stockage, une fois office installé."
BECK,"1,0",25 octobre 2018,"ne s'allume plus au bout de 2/3 semaines, j'en suis à mon 2eme échange... quelle déception"
Fatima Zahra,"1,0",3 novembre 2018,Taille disque dur trop petite. Mon pc n'arrive même plus à faire les mises à jour c'est vraiment pas pratique du tout. Je suis vraiment déçue de cet achat.
Bob,"4,0",22 janvier 2017,"Produit conforme à nos attentes
Bonne finition
Processeur un peu juste pour ce type de os
En dépannage c'est bien mais ne remplace pas un vrai pc"
Ch Lebreton,"5,0",26 novembre 2018,Rien à redire conforme à la description . (livraison prévue à la date)  satisfait pour ce produit. Je recommande ce produit.
COURDAVAULT,"5,0",6 octobre 2018,Très bon produit je l'adore
crocusceline,"5,0",18 juillet 2018,"Oui c'est une Tablette mais elle fonctionne comme un ordinateur portable sauf que il n'y a pas de lecteur DVD !
Pour l'instant c'est très bien!
Céline"
Cecetero,"5,0",8 décembre 2018,Produit défectueux retourné
Mouhahaha,"5,0",2 août 2018,Très bien
Jean,"1,0",19 novembre 2018,C'est trop lent ! Quelle déception.
Anonyme,"5,0",20 décembre 2018,Je l'ai pris pour mes études à la fac. Je ne l'ai pas encore beaucoup utilisé maos très pratique et design ;)
CARONES,"5,0",20 mai 2019,Conforme
Client d'Amazon,"5,0",21 août 2018,RAS
bertrand karine,"5,0",18 décembre 2018,Parfait pour une utilisation bureautique pour un étudiant
GERGES ISABELLE,"5,0",2 septembre 2018,Super produit facile d utilisation et rapide je l utilise essentiellement pour internet
MAX L,"5,0",29 août 2018,TRES BON QUALITE ET PRIX
Pouillon,"4,0",24 novembre 2018,Malheureusement bug au niveau du wifi impossible d'utilisation internet
Client d'Amazon,"5,0",30 mars 2019,"Excellent pc,étant en fac, pile ce qu'il me fallait!!"
nolwenn,"5,0",24 décembre 2016,"C'est un cadeau, jusqu'ici la tablette fonctionne parfaitement, rapide et performante.
N'a cependant servi qu'à des tâches basiques : mails,  internet et quelques applications."
Moi moi ,"1,0",8 octobre 2018,J'attends toujours l'action de Amazon.
Client d'Amazon,"5,0",30 mai 2017,"Cadeau pour mon épouse, responsable de club, elle l'emporte de partout. Bonne durée de la batterie, pas de souci de connexion. Poids ultra léger. Par contre, il est impératif de rajouter une carte SD, mini 64Go pour pouvoir installer des softs."
fred augelon,"1,0",9 septembre 2018,"Très pratique à transporter et à manipuler; écran détachable sans difficulté; effectivement le produit est très léger et s'emporte et s'utilise partout. Très dommage que le stylet ne soit pas fourni avec, mais c'est gérable assez confortablement avec le touchpad/l'écran tactile. Esthétique sympa, clavier confortable.
Par contre, pour la configuration, c'est très  léger aussi! le temps de réponse est moyen, et les téléchargement catastrophiques! c'est tellement long sur des téléchargements lourds qu'il s'éteint avant d'avoir fini, et une mise à jour Windows a tellement duré que ça l'a bloqué durant plusieurs jours, j'ai crains de ne jamais pouvoir le redémarrer!
Bref, je ne suis pas  globalement totalement insatisfait, je cherchais surtout une facilité de transport et d'utilisation en déplacement, mais je trouve que j'ai payé bien trop cher pour les performances du processeur."
FranckV,"4,0",28 février 2018,"J'utilise ce PC pour prendre des notes en rendez-vous, uniquement. Je voulais un pc le plus correct possible pour un prix faible.
J'ai trouvé le matériel adéquat."
beaudouin,"5,0",8 septembre 2017,"Cet ordinateur est parfait pour la prise de note en fac. La taille est vraiment idéal et le poid parfait. On peux l'emmener partout. l'autonomie est vraiment longue.
Je conseil vivement pour le rapport qualité prix."
M08LUX,"2,0",17 février 2018,"30 GO c’est bien mais Windows prend 25 et demande 8 disponibles pour ce mettre à jour. C’est un peu de l’arnaque, non ?"
Client d'Amazon,"1,0",5 décembre 2017,"au bout de 2 jour il rame déjà comme pas possible, il a lancé une maj sans prévenir, qui a duré 5h, alors que je bossais dessus et bien sur jai perdu mon travaille. je pensais faire une bonne affaire avec un petit ordinateur pas chère pour emmener a la fac mais pas du tout! et je ne vous parle même pas de la navigation internet. tout simplement impossible..."
Xavier,"5,0",27 décembre 2017,"Acheté uniquement pour satisfaire 2 besoins très spécifiques :
1) Regarder des films au lit.
2) Surfer un petit peu au lit.
C'est parfait, l'autonomie est monstrueuse en vidéo : 12 à 14 h. La recharge via le port USB est par contre super longue, mais il suffoit de le savoir et de prévoir en conséquence.
Le CPU Atom est suffisant pour décoder les films en HD ou Full HD (1280*720 ou 1920*1080) en H264, je n'ai pas testé le H265.
Par contre il rame pour le surf, je sens la différence d'affichage par rapport au PC fixe.
Les 4 Go de RAM sont suffisants pour un usage basique, mais ne PAS espérer jouer avec.
Le SSD de 128 Go est assez lent, mais encore une fois, quand on le sais avant, on n'est pas surpris et ça passe.
Mon seul regret : la partie ""écran"" (tablette) est plus lourde que le clavier et l’entraîne en arrière si trop incliné.
Je ne l'utilise pas trop en mode tablette bien que cela marche étonnamment bien, je n'ai aucun problème de ce côté.
Ah, et mon WiFi a fait des siennes les 3 premiers jours (perte du réseau) mais depuis, il est accroché."
Marco K,"4,0",27 décembre 2017,"Pour des besoins de bureautiques de type cours en amphi ,le produit répond parfaitement au besoin.
Une très bonne autonomie ,internet fluide . avec une petite carte Sd 64Go acheté en plus, il fait parfaitement le boulot.
Je recommande"
Francois,"2,0",22 avril 2018,"Ce portable est techniquement au point, mais les softwares sont encombrants. En particulier windows 10 qui ne cesse de faire des updates pour ensuite insister de decharger une nouvelle version de 4 Gb en vous explicant que la securite de la version que j'ai achetee n'est plus protegee si je n'effectue pas cet  update.
Cette insistance et menace, m'est inacceptable. J'ai achete un portable pour l'utiliser tel qu'il est et avoir le choix de mes mises a jour sans menaces."
Frédéric 78,"3,0",1 août 2017,"Le produit est conforme à ce que j'attendais, si ce n'est que l'adaptateur secteur est insuffisant pour maintenir la charge de la batterie lors d'un usage intensif ! Par exemple, la mise à jour de windows et des drivers, ainsi que l’installation de quelques applications ont passés la batterie de 100 à 8% alors que le chargeur était branché.
ASUS ne peut il pas faire un bilan de consommation et fournir un adaptateur adéquat permettant de charger la batterie tout en utilisant l'appareil ?!"
Grégoire,"5,0",19 octobre 2017,"PC acheté pour prendre les cours à la fac. Il est fluide, rapide et possède une très bonne autonomie (>10h) - c'est ce qui m'a poussé à acheter ce modèle plutôt qu'un autre. De plus Asus est une bonne marque avec un bon rapport qualité / prix. Je recommande.
(pour plus d'autonomie au lieu de le mettre en veille simple, débloquer l'option mettre en veille prolongée sur Windows, ce mode ne consomme pas d'énergie)."
Kelly,"1,0",28 novembre 2017,"J'ai eu ce produit qui ne marche pas bien et l'envoyer une fois mais le problème n'est pas résoulue
je vais l'envoyer encore
le wifi ne marche pas
performance limite"
leolynn,"3,0",13 janvier 2018,"cet ordinateur portable remplit parfaitement ses fonctions.
Mon fils l'utilise pour faire ses devoirs, regarder des vidéos et jouer un peu.
Bémol, la carte mère a lâché au bout de 4 mois (pas de chance)"
Client d'Amazon,"5,0",2 octobre 2017,"Reçu très rapidement
Apres quelques déboires du principalement au faite d'avoir une mauvaise connaissance de W10 il s'avère que ce petit ordinateur se comporte comme les grands Rapide pour une utilisation basique et nomade ( ttx, vidéos HD, photos, internet) bien conçu, bonne finition, bonne autonomie
Je suis satisfais de l' achat de ce petit ordi nouvelle génération."
TheStat,"1,0",4 septembre 2017,"Cet ordinateur est tombé en panne en moins de 24 heures, après moins de 2 heures d'utilisation.
Et pourtant, je suis informaticien depuis plus de 30 ans, je m'y connais.
Le SAV d'Asus ne voulait rien savoir. Heureusement Amazon était là, derrière."
dylan d,"1,0",23 mai 2017,Qualité du produit à en douter sérieusement. Deux ordinateurs commandés et deux ordinateurs qui ne redémarrent plus au bout de quelques utilisations... scandaleux
pazair,"5,0",17 juin 2017,"epoustouflant pour sa batterie, entre 10 et 12h d'autonomie (en fonction de ce que l'on fait bien sur).
Le proco est tres bon pour un atom, fait de la bureautique, lecture audio et video sans aucun soucis.
bémol sur la taille du ""disque dur"" embarqué, les 32go seront presque tous bouffés par win 10 avec ses mises a jour. Prevoir une carte micro sd... Et malheureusement, la puce mémoire du disque dur est soudée à la cm, donc à moins d'être un expert en dessoudage de puces BGA..."
Client d'Amazon,"4,0",3 janvier 2017,"Acheté mi décembre lors de la promo à 299 euros pour mes cours à l'université. Il est très léger et facile à transporter. Idéal pour du traitement de texte (office mobile est installé et gratuit), et pour de la recherche internet."
Client d'Amazon,"4,0",18 novembre 2017,"J'ai acheté cet ordinateur pour mes cours à la fac. Il est franchement super ! Très léger, réactif, et bien pratique ! L'autonomie de la batterie est excellente. Cependant, j'avais lu les commentaires avant cet achat et avait été un peu alertée sur le manque d'espace. J'ai quand même pris le risque. En effet, il n'y a que très peu d'espace libre, j'ai dû en créer en désinstallant tout ce qui ne servait à rien et en nettoyant mon disque une fois de temps en temps.
Cela fait maintenant plus d'un mois que j'ai cet ordinateur, et je commence à avoir de petits beugs, surtout au niveau de la wifi et de l'allumage. Rien de bien grave jusqu'ici, mais j'espère que cela ne continuera pas ou ne s'aggravera pas..."
testeur,"5,0",3 juillet 2018,"offert en cadeau à une personne agée cet ordinateur s'est fait adopté tout de suite. Facile a utilisé, écran de bonne taille, ergonomique et bonne durée de la batterie. Si ce comm vous a aidé merci de laisser un petit ""utile"" :)"
benaioun yves,"3,0",8 décembre 2017,"Petite surprise lors de l'ouverture du colis, pas de stylet alors qu'il existe l'emplacement a cet effet et pas de notice
merci"
Flo,"3,0",29 décembre 2016,"J'utilise ce pc (version 4Go Ram) depuis presque 2 mois, voici mes impressions:
Autonomie environ 9 heures en surf internet soutenu luminosité basse (hors video YouTube),
L'ordinateur ne chauffe que très peu, c'est un bon signe.
Pour visionner des films, le lecteur embarqué Windows monte le processeur à 20% (film HD 1080), l'autonomie devrait être similaire.
La recharge est rapide, environ 2 heures en partant d'un reliquat batterie de 4%; quand le voyant passe au vert, je suppose que cela signifie que la batterie est rechargée entre 90 et 100% comme sur mon smartphone, donc pour avoir une charge à 100% il faut laisser en charge quelques minutes après que la LED soit passé de l'orange au vert. En clair il faut attendre que le chargeur soit redevenu froid (apparemment c'est un chargeur ""intelligent"" qui détecte tout seul la fin de charge et se coupe).
A noter que si besoin, il existe un mode de charge ultra rapide (environ 30 minutes) en laissant le pc allumé lors de la charge (ne pas en abuser, les batteries préfèrent les charges lentes).
La taille de l'écran 11.6"" est idéale pour avoir cet écran très proche de soi, par exemple posé sur le bassin quand on est dans son lit. Un 14"" serait trop grand et on serait obligé de le reculer.
A la maison il y a aussi un Asus T100 avec écran 10.1"" c'est bien mais quand même plus confortable avec le 11.6"".
A mon sens il vaut mieux choisir la version 4 Go Ram, puisque le pc allumé sans aucun programme ouvert consomme déjà 1,7 Go.
Toutes mises à jour Windows faite, il reste environ 7 Go de place sur le disque.
Si j'ai bien compris, pour la bonne santé du disque emmc il ne faut jamais le remplir ""ras la gueule"", il faut donc envisager l'achat d'une carte microSD à laisser à demeure dans l'ordi pour y stocker vos fichiers lourds (films, musique...), en tenant compte de la fiabilité relative du stockage sur carte microSD pour les fichiers important.
Finalement, l'absence d'écran tactile ne me gêne aucunement, grâce au touchpad d'une grande taille et réactif.
A noter quand même que 2 fois le pc a refusé de sortir de veille, un appui long d'environ 10 secondes à permis d'éteindre la machine puis de la rallumer normalement ensuite, donc pas de soucis.
Il y a 10 ans l'entrée de gamme en pc c'était 600€, aujourd'hui c'est 200€...Elle est pas belle la vie ?
**Mise à jour 17 mai 2017:
Les rares difficultés de sortie de veille ne sont jamais réapparues.
Avec 32 Go je suis un peu à l'étroit pour installer des programmes un peu lourd (Sketchup pèse 1 Go par exemple), ça passe limite.
Cet ordinateur ne se limite pas à la bureautique, bien sûr que l'on peut faire du montage-réencodage vidéo / retouche photo j'en faisais bien avec un vieux portable poussif de 2006 (Photoshop etc...) c'est bien plus rapide maintenant.
Donc toujours fort heureux de cet achat.
**Mise à jour 26 août 2017:
Le peu d'espace disque restant m'inquiète de plus en plus, je me demande si les futures mise à jour Windows passeront, la dernière fois cela n'a pas été le cas "" libérer de l'espace pour mettre à jour votre ordinateur"" mais je me suis débrouillé, il reste 2,25 Go donc ça passe encore... Cela dit je ne sais plus quoi désinstaller pour faire de la place: Microsoft office supprimé, Acrobat reader supprimé, cache de Firefox réduit a 50 Mo, tous les fichiers personnels sur la carte micro SD, aucun point de restauration, fouille au fond des dossiers pour virer des installeurs inutiles, peut-être peut-on encore gagner sur les dossiers système pagefile hiberfile (prudence)... C'est un peu pénible donc une étoile en moins...
conseil: essayez de trouver une version 64 Go (si elle existe)
**Mise à jour 22 novembre 2017
Un an d'utilisation, et...une bonne nouvelle ? Voilà deux semaines que je me retrouve avec plus de 9 Go de libre sur le disque suite à une mise à jour windows. Microsoft s'est-il penché sur le cas des centaines de milliers de possesseurs de notebook avec 32 Go de disque, en effacant ou compressant de vieux fichiers système obsolètes ? Cela va t'il durer? Est-ce pour préparer la grosse mise à jour ""Creators Update"" à venir, et que restera t'il ensuite ? à voir.
Sinon en dessous de ce commentaire Yves donne une solution pour télécharger les grosses mises à jour avec une clé usb et une application Microsoft.
En un an d'utilisation intensive (plusieurs heures quotidiennes) l'application BatteryBar m'indique que je n'ai perdu que 10% de capacité de batterie, ce qui est vraiment très bien. Il faut dire que je la bichonne, cela veut dire respecter un temps de repos d'environ 1 heure avant de mettre en charge si on vient de se servir de l'ordi, et pareillement 1 heure de repos après la fin de charge avant de rallumer la machine.
Sauf cas d'urgence, ne vous servez jamais de l'ordi tout en chargeant la batterie, vous la fusilleriez rapidemment, comme cela m'est arrivé sur un autre portable.
Cependant si vous le faites, il semble (à confirmer) que ce pc décidément très intelligent se mette en ""mode secteur"" une fois la batterie pleine. Dans le doute, je préfère être prudent et débrancher l'alimentation une fois la charge complète.
**Mise à jour 28 janvier 2018
ça y est la mise à jour 1709 ""Creator's Update"" est installée, il reste 10 Go d'espace disque disponible, génial...que demande le peuple...plus rien je suis comblé, merci pour ce pc au top et ce système d'exploitation Microsoft Windows 10 devenu (enfin) très mature.
Derniers conseils: vous pouvez supprimer les programmes Acrobat Reader et Foxit PhantomPdf car la nouvelle mouture du navigateur Edge lit les pdf à la perfection...700 Mo d'espace disque gagné quand même."
Mike,"4,0",1 mars 2018,"Il n'a pas que des avantages : memoire du DDur un peu faible pous windows, démarrage un peu lent comparé à un chromebook, touchpad pas tres intuitif, et parfois un peu lent en utilisation (je pense que c'est windows qui est lourd...) et pourtant il peu rendre beaucoup de services dans l'instalation de certains logiciels exclusif à windows, il est compact et lèger et cela reste un ASUS, quand meme !"
lecteuramazon,"2,0",13 mai 2017,"L'outil s'est mis en rideau dès le lendemain de sa mise en service. C'est-à-dire que le premier jour, je l'ai allumé, et comme il fonctionnait lentement, je l'ai arrêté pensant que c'était parce qu'il n'était pas chargé (en y repensant, je réalise que cela n'a rien à voir, mais bon...) - Le lendemain, il n'a rien voulu savoir. Écran gris...
Je l'ai renvoyé à Amazon, qui m'a aussitôt remboursée. Leur service de ce côté-là est au top."
Client d'Amazon,"4,0",30 novembre 2017,"C'est un produit idéal pour faire du traitement de texte, naviguer sur Internet et sur sa messagerie. Petit, pratique, fiable !
Très léger et agréable à la frappe
Je le recommande volontiers"
Mahie,"3,0",4 mars 2018,Super. Je m'en sers juste pour internet des vidéos ou du traitement de texte. Par contre de nos jours un 32 go c est vraiment pas assez il arrive pas à faire la maj de Windows 10... si j avais su....
Client d'Amazon,"3,0",20 juillet 2017,"lent, très lent...... les programmes, recherches et sites bloquent régulièrement. Le clavier est un peu capricieux.....
Bon côté : très léger, petit, joli ."
Bour,"5,0",4 décembre 2017,"Je l'ai pris pour une utilisation simple c'est à dire pour les word Excel et PowerPoint, car je ne joue pas dessus, ni gros consommateur de séries
Intel atom x5 a ne pas confondre avec un i5, il est évidemment pas aussi rapide mais a une vitesse suffisante
Maniabilité superbe de petite taille touche correct pad pratique
Prévoir les adaptateurs car que un micro HDMI
Je vous le recommande si vous avez une utilisation simple"
Maxime Hervé,"3,0",26 avril 2018,Même si l'ordinateur a une batterie des plus longues : 12h d'autonomie. J'ai eu un problème de mise à jour lié à son espace de stockage des plus réduits : 32go. A utiliser que pour prendre des cours ou rédiger des mèls.
Tom Peru,"2,0",1 septembre 2017,"Carte wifi beaucoup trop faible, plus de connection a 20m. Sinon bonne qualité graphique. Demarrage rapide très agreable.
Vraiment dommage pour la wifi."
RAIDMAN,"3,0",28 janvier 2018,"Bonjour. Bon appareil pour navigation internet. Attention : le système d'exploitation n'est pas clairement défini. C'est bien Windows 10 S, et non Home."
Dylan Ducrot,"2,0",29 décembre 2016,Il n'est pas aussi fluide que ce que j'attendais malgré les 4go de mémoire vive. Malgré cela il est propre et pratique
Audrie,"2,0",4 octobre 2017,"Je cherchais un notebook pour taper mes notes en cours et j'ai choisi ce portable pour la marque connue et reconnue, et pour son (petit) prix.
Je suis très déçue par ses performances et ne le recommande pas !!
Les plus :
- esthétique.
- pas encombrant (fonctionne parfaitement avec la housse
Crisant Style Simple Sleeve Housse pour ordinateur portable 11-11.6 inch,Coton Notebook antichoc Computer Briefcase Sacoche Case Cover Pour MacBook / MacBook Air / Asus Zenbook / Lenovo / Samsung / Sony / Chromebook (Noir)
).
- pack Microsoft gratuit pendant 1 an mais ...
Les moins :
- ... en fait, le pack Microsoft n'est gratuit que pendant 6 mois !
- très très peu d'espace de disque donc quasi-obligation d'avoir une clé USB ou une micro SD, et mise à jour de Windows 10 impossible car elle demande 8 Go alors qu'il ne m'en reste QUE 6 (je n'ai rien installé, mais ai dû supprimer pas mal de programmes commerciaux inutiles pour libérer un tout petit peu d'espace !).
- problème de temps en temps avec le pad qui devient ""fou"" (difficulté à scroller ou à sélectionner des phrases dans Word).
- la batterie, même chargée à fond, ne tient que 3 (petits) jours !"
